"date","source","headline","url"
"February 27, 2026","ZDNet","Destroyed servers and DoS attacks: What can happen when OpenClaw AI agents interact","https://www.zdnet.com/article/how-ai-agents-create-new-disasters-when-they-interact/"
"February 27, 2026","HackRead","ClawJacked Vulnerability in OpenClaw Lets Websites Hijack AI Agents","https://hackread.com/openclaw-vulnerability-openclaw-hijack-ai-agents/"
"February 27, 2026","SecurityBrief","OpenClaw AI assistant surge sparks major security fears","https://securitybrief.com.au/story/openclaw-ai-assistant-surge-sparks-major-security-fears"
"February 26, 2026","Security Boulevard","OpenClaw Security Risk: OAuth and SaaS Identity","https://securityboulevard.com/2026/02/openclaw-security-risk-oauth-and-saas-identity/"
"February 26, 2026","The Decoder","An OpenClaw AI agent asked to delete a confidential email nuked its own mail client and called it fixed","https://the-decoder.com/an-openclaw-ai-agent-asked-to-delete-a-confidential-email-nuked-its-own-mail-client-and-called-it-fixed/"
"February 26, 2026","ZDNet","AI agents are fast, loose, and out of control, MIT study finds","https://www.zdnet.com/article/ai-agents-are-out-of-control-mit-study/"
"February 25, 2026","IAPS","Kimi Claw: Risks from Chinese-Hosted 'Always On' AI Agents","https://www.iaps.ai/research/kimi-claw-risks"
"February 25, 2026","Mint","OpenClaw: Did OpenAI just acquire a powerful new tool—or a security nightmare?","https://www.livemint.com/opinion/online-views/openclaw-openai-security-nightmare-artificial-intelligence-sam-altman-technology-ai-11771934381262.html"
"February 25, 2026","Wired","OpenClaw Users Are Allegedly Bypassing Anti-Bot Systems","https://www.wired.com/story/openclaw-users-bypass-anti-bot-systems-cloudflare-scrapling/"
"February 24, 2026","Gigazine","Following the huge success of OpenClaw, more AI agents like 'Claw' have appeared one after another, but OpenAI co-founder expressed concerns about OpenClaw's security","https://gigazine.net/gsc_news/en/20260224-claw-ai-agent-layer/"
"February 24, 2026","Fast Company","'This should terrify you': Meta Superintelligence safety director lost control of her AI agent—it deleted her emails","https://www.fastcompany.com/91497841/meta-superintelligence-lab-ai-safety-alignment-director-lost-control-of-agent-deleted-her-emails"
"February 24, 2026","Axios","The Bot Population Bomb: OpenClaw is only the Beginning","https://www.axios.com/2026/02/24/agents-openclaw-moltbook-gastown"
"February 24, 2026","Vercel.app","Show HN: Security Checklist for OpenClaw Deployments","https://get-to-know-openclaw-security-model.vercel.app/security-checklist.html"
"February 24, 2026","Ryukoku.ac.jp","OpenClaw 拷 CVE-2026-25253 膈 various","http://www.st.ryukoku.ac.jp/~kjm/security/memo/2026/02.html#20260225_openclaw"
"February 23, 2026","TechCrunch","A Meta AI security researcher said an OpenClaw agent ran amok on her inbox","https://techcrunch.com/2026/02/23/a-meta-ai-security-researcher-said-an-openclaw-agent-ran-amok-on-her-inbox/"
"February 23, 2026","TechRadar","OpenClaw should terrify anyone who thinks AI agents are ready for real responsibility","https://www.techradar.com/ai-platforms-assistants/openclaw-should-terrify-anyone-who-thinks-ai-agents-are-ready-for-real-responsibility"
"February 23, 2026","HelpNetSecurity","Fake troubleshooting tip on ClawHub leads to infostealer infection","https://www.helpnetsecurity.com/2026/02/23/clawhub-malicious-comment-infostealer/"
"February 23, 2026","CybersecurityNews","Google Suspends OpenClaw Users from Antigravity AI After OAuth Token Abuse","https://cybersecuritynews.com/google-suspends-openclaw-users/"
"February 23, 2026","Awesome Agents","An OpenClaw Agent Published a Firm's Internal Threat Intelligence to the Open Web. It Was Doing Exactly What It Was Told.","https://awesomeagents.ai/news/openclaw-agent-leaks-internal-threat-intelligence/"
"February 23, 2026","Malwarebytes","OpenClaw: What is it and can you use it safely?","https://www.malwarebytes.com/blog/news/2026/02/openclaw-what-is-it-and-can-you-use-it-safely"
"February 23, 2026","TrendMicro","Malicious OpenClaw Skills Used to Distribute Atomic MacOS Stealer","https://www.trendmicro.com/en_us/research/26/b/openclaw-skills-used-to-distribute-atomic-macos-stealer.html"
"February 23, 2026","Acronis","OpenClaw: Agentic AI in the wild — Architecture, adoption and emerging security risks","https://www.acronis.com/en/tru/posts/openclaw-agentic-ai-in-the-wild-architecture-adoption-and-emerging-security-risks/"
"February 22, 2026","CU Today","Security Experts Warn OpenClaw Could Bypass Traditional CU Cyber Defenses","https://www.cutoday.info/Fresh-Today/Security-Experts-Warn-OpenClaw-Could-Bypass-Traditional-CU-Cyber-Defenses"
"February 22, 2026","Bloomberg","OpenClaw Might Be a Security Nightmare for Sam Altman","https://www.bloomberg.com/opinion/articles/2026-02-23/openclaw-may-be-a-security-nightmare-for-openai-s-sam-altman"
"February 20, 2026","PCWorld","OpenClaw AI is going viral. Don't install it","https://www.pcworld.com/article/3064874/openclaw-ai-is-going-viral-dont-install-it.html"
"February 20, 2026","The Hacker News","Cline CLI 2.3.0 Supply Chain Attack Installed OpenClaw on Developer Systems","https://thehackernews.com/2026/02/cline-cli-230-supply-chain-attack.html"
"February 20, 2026","eSecurity Planet","Over 41% of Popular OpenClaw Skills Found to Contain Security Vulnerabilities","https://www.esecurityplanet.com/threats/over-41-of-popular-openclaw-skills-found-to-contain-security-vulnerabilities/"
"February 20, 2026","WebProNews","OpenClaw's Security Crisis: How a Promising AI Framework Became Too Dangerous for Its Own Creators to Share Freely","https://www.webpronews.com/openclaws-security-crisis-how-a-promising-ai-framework-became-too-dangerous-for-its-own-creators-to-share-freely/"
"February 19, 2026","Microsoft Threat Intelligence","Confirming a small but noticeable uptick in installations of OpenClaw initiated by Cline CLI supply chain compromise","https://x.com/MsftSecIntel/status/2024575596941263040"
"February 19, 2026","The Financial Times","OpenClaw and the privacy problems of agentic AI","https://www.ft.com/content/f9ff060d-63b0-44f4-b46e-31a5545468db"
"February 19, 2026","The Verge","The AI security nightmare is here and it looks suspiciously like lobster","https://www.theverge.com/ai-artificial-intelligence/881574/cline-openclaw-prompt-injection-hack"
"February 19, 2026","Slashdot.org","OpenClaw Security Fears Lead Meta, Other AI Firms To Restrict Its Use","https://slashdot.org/submission/17344948/openclaw-security-fears-lead-meta-other-ai-firms-to-restrict-its-use"
"February 19, 2026","CSO","Six flaws found hiding in OpenClaw's plumbing","https://www.csoonline.com/article/4134540/six-flaws-found-hiding-in-openclaws-plumbing.html"
"February 19, 2026","Security Week","OpenClaw Security Issues Continue as SecureClaw Open Source Tool Debuts","https://www.securityweek.com/openclaw-security-issues-continue-as-secureclaw-open-source-tool-debuts/"
"February 19, 2026","Institutional Investor","OpenClaw: The AI Agent Institutional Investors Need to Understand — But Shouldn't Touch","https://www.institutionalinvestor.com/article/openclaw-ai-agent-institutional-investors-need-understand-shouldnt-touch"
"February 19, 2026","Slashdot.org","OpenClaw security fears lead Meta, other AI firms to restrict its use","https://slashdot.org/firehose.pl?op=view&amp;id=180827080"
"February 19, 2026","Microsoft","Running OpenClaw safely: identity, isolation, and runtime risk","https://www.microsoft.com/en-us/security/blog/2026/02/19/running-openclaw-safely-identity-isolation-runtime-risk/"
"February 18, 2026","Endor Labs","How AI SAST Traced Data Flows to Uncover Six OpenClaw Vulnerabilities","https://www.endorlabs.com/learn/how-ai-sast-traced-data-flows-to-uncover-six-openclaw-vulnerabilities"
"February 18, 2026","Conscia","The OpenClaw security crisis","https://conscia.com/blog/the-openclaw-security-crisis/"
"February 18, 2026","Paubox","First infostealer malware caught stealing OpenClaw AI agent credentials","https://www.paubox.com/blog/first-infostealer-malware-caught-stealing-openclaw-ai-agent-credentials"
"February 18, 2026","Attack of the Fanboy","Meta bans OpenClaw over security fears, but insiders say the real risk is far worse","https://attackofthefanboy.com/tech/meta-bans-openclaw-over-security-fears-but-insiders-say-the-real-risk-is-far-worse/"
"February 18, 2026","Cybersecurity Insiders","Socket Uncovers AI Agent is Reputation Farming to Promote Paid OpenClaw Services","https://www.cybersecurity-insiders.com/socket-uncovers-ai-agent-is-reputation-farming-to-promote-paid-openclaw-services/"
"February 18, 2026","CybersecurityNews","OpenClaw AI Framework v2026.2.17 Released with Anthropic Model Support and Security Fixes","https://cybersecuritynews.com/openclaw-ai-framework-v2026-2-17/"
"February 18, 2026","CybersecurityNews","ClawHavoc Poisoned OpenClaw's ClawHub with 1,184 Malicious Skills, Enabling Data Theft and Backdoor Access","https://cybersecuritynews.com/clawhavoc-poisoned-openclaws-clawhub/"
"February 18, 2026","gbhackers.com","OpenClaw AI Log Poisoning Flaw Enables Malicious Content Injection","https://gbhackers.com/openclaw-ai-log-poisoning-flaw/"
"February 18, 2026","Help Net Security","SecureClaw: Dual stack open-source security plugin and skill for OpenClaw","https://www.helpnetsecurity.com/2026/02/18/secureclaw-open-source-security-plugin-skill-openclaw/"
"February 18, 2026","Security Boulevard","Securing OpenClaw Against ClawHavoc","https://securityboulevard.com/2026/02/securing-openclaw-againstclawhavoc/"
"February 17, 2026","Heise Online","Over 60 security vulnerabilities in AI assistant OpenClaw resolved","https://www.heise.de/en/news/Over-60-security-vulnerabilities-in-AI-assistant-OpenClaw-resolved-11179476.html"
"February 17, 2026","Cline","Unauthorized npm publish of Cline CLI cline@2.3.0 with modified postinstall script to install openclaw","https://github.com/cline/cline/security/advisories/GHSA-9ppg-jx86-fqw7"
"February 17, 2026","WIRED","Meta and Other Tech Firms Put Restrictions on Use of OpenClaw Over Security Fears","https://www.wired.com/story/meta-and-other-tech-firms-put-restrictions-on-use-of-openclaw-over-security-fears/"
"February 17, 2026","Infosecurity Magazine","Infostealer Targets OpenClaw to Loot Victim's Digital Life","https://www.infosecurity-magazine.com/news/infostealer-targets-openclaw/"
"February 17, 2026","Techzine Global","Infostealer steals identity of AI agent OpenClaw","https://www.techzine.eu/news/security/138835/infostealer-steals-identity-of-ai-agent-openclaw/"
"February 17, 2026","TechRadar","OpenClaw AI agents targeted by infostealer malware for the first time","https://www.techradar.com/pro/security/openclaw-ai-agents-targeted-by-infostealer-malware-for-the-first-time"
"February 17, 2026","The Tech Buzz","Meta Bans Viral AI Tool OpenClaw Over Security Risks","https://www.techbuzz.ai/articles/meta-bans-viral-ai-tool-openclaw-over-security-risks"
"February 17, 2026","HackerNoon","OpenClaw's 85,000 GitHub Stars Hide a Security Nightmare, Researchers Warn","https://hackernoon.com/openclaws-85000-github-stars-hide-a-security-nightmare-researchers-warn"
"February 17, 2026","Security Boulevard","Authentication Under Fire: Why OpenClaw Needs ZTNA and AI Secure Protection","https://securityboulevard.com/2026/02/authentication-under-fire-why-openclaw-needs-ztna-and-aisecure-protection/"
"February 17, 2026","eSecurity Planet","OpenClaw Flaw Enables AI Log Poisoning Risk","https://www.esecurityplanet.com/threats/openclaw-flaw-enables-ai-log-poisoning-risk/"
"February 17, 2026","CybersecurityNews","OpenClaw AI Log Poisoning Vulnerability Allows Malicious Content Injection","https://cybersecuritynews.com/openclaw-ai-agent-log-poisoning/"
"February 17, 2026","CybersecurityNews","Threat Actors Attacking OpenClaw Configurations to Steal Login Credentials","https://cybersecuritynews.com/threat-actors-attacking-openclaw-configurations/"
"February 17, 2026","SecurityScorecard","What Are the Real Security Risks of Agentic AI and OpenClaw?","https://securityscorecard.com/blog/what-are-the-real-security-risks-of-agentic-ai-and-openclaw/"
"February 16, 2026","TechCrunch","After all the hype, some AI experts don't think OpenClaw is all that exciting","https://techcrunch.com/2026/02/16/after-all-the-hype-some-ai-experts-dont-think-openclaw-is-all-that-exciting/"
"February 16, 2026","The Hacker News","Infostealer Steals OpenClaw AI Agent Configuration Files and Gateway Tokens","https://thehackernews.com/2026/02/infostealer-steals-openclaw-ai-agent.html"
"February 16, 2026","BleepingComputer","Infostealer malware found stealing OpenClaw secrets for first time","https://www.bleepingcomputer.com/news/security/infostealer-malware-found-stealing-openclaw-secrets-for-first-time/"
"February 16, 2026","Kaspersky","Key OpenClaw risks, Clawdbot, Moltbot","https://www.kaspersky.com/blog/openclaw-vulnerabilities-exposed/55263/"
"February 16, 2026","eeNews Europe","OpenClaw Scanner targets AI agent exposure with endpoint detection","https://www.eenewseurope.com/en/openclaw-scanner-targets-ai-agent-exposure-with-endpoint-detection/"
"February 16, 2026","Security Boulevard","ClawBands GitHub Project Looks to Put Human Controls on OpenClaw AI Agents","https://securityboulevard.com/2026/02/clawbands-github-project-looks-to-human-controls-on-openclaw-ai-agents/"
"February 16, 2026","StartupHub.ai","OpenClaw v2 Enhances Agent Interactions","https://www.startuphub.ai/ai-news/technology/2026/openclaw-v2-enhances-agent-interactions"
"February 16, 2026","Github.com","Show HN: SecureClaw – Open-Source Security Layer for OpenClaw Agents","https://github.com/adversa-ai/secureclaw"
"February 15, 2026","CERT BUND","WID-SEC-2026-0424 OpenClaw: Mehrere Schwachstellen","https://wid.cert-bund.de/portal/wid/securityadvisory?name=WID-SEC-2026-0424"
"February 15, 2026","The New Stack","OpenClaw is being called a security Dumpster fire but there is a way to stay safe","https://thenewstack.io/deno-sandbox-security-secrets/"
"February 13, 2026","Aikido Security","Why Trying to Secure OpenClaw is Ridiculous","https://www.aikido.dev/blog/why-trying-to-secure-openclaw-is-ridiculous"
"February 13, 2026","Sophos","The OpenClaw experiment is a warning shot for enterprise AI security","https://www.sophos.com/en-us/blog/the-openclaw-experiment-is-a-warning-shot-for-enterprise-ai-security"
"February 13, 2026","SentinelOne","CVE-2026-25593: OpenClaw AI Assistant RCE Vulnerability","https://www.sentinelone.com/vulnerability-database/cve-2026-25593/"
"February 13, 2026","VentureBeat","How to test OpenClaw without giving an autonomous agent shell access to your corporate laptop","https://venturebeat.com/security/how-to-test-openclaw-without-giving-an-autonomous-agent-shell-access-to-your"
"February 13, 2026","CybersecurityNews","OpenClaw 2026.2.12 Released With Fix for 40+ Security Issues","https://cybersecuritynews.com/openclaw-2026-2-12-released/"
"February 12, 2026","autoriteitpersoonsgegevens.nl","The Autoriteit Persoonsgegevens (AP), the Dutch data protection authority, warns of major security risks with AI agents like OpenClaw","https://www.autoriteitpersoonsgegevens.nl/en/current/ap-warns-of-major-security-risks-with-ai-agents-like-openclaw"
"February 12, 2026","Bitdefender","135K OpenClaw AI Agents Exposed to Internet","https://www.bitdefender.com/en-us/blog/hotforsecurity/135k-openclaw-ai-agents-exposed-online"
"February 12, 2026","Security Boulevard","42,900 OpenClaw Exposed Control Panels and Why You Should Care","https://securityboulevard.com/2026/02/42900-openclaw-exposed-control-panels-and-why-you-should-care/"
"February 12, 2026","Fortune","OpenClaw is the bad boy of AI agents. Here's why security experts say you should beware","https://fortune.com/2026/02/12/openclaw-ai-agents-security-risks-beware/"
"February 12, 2026","trendingtopics.eu","NanoClaw Challenges OpenClaw with Container-Isolated AI Agents for Enhanced Security","https://www.trendingtopics.eu/nanoclaw-challenges-openclaw-with-container-isolated-ai-agents-for-enhanced-security/"
"February 12, 2026","Github.com","Show HN: Aquaman keeping your OpenClaw secrets safe","https://github.com/tech4242/aquaman"
"February 12, 2026","Github.com","Show HN: Carapace – A security-hardened Rust alternative to OpenClaw","https://github.com/puremachinery/carapace"
"February 11, 2026","Pypi.org","openclaw-security 0.1.0","https://pypi.org/project/openclaw-security/0.1.0/"
"February 11, 2026","Pypi.org","openclaw-security added to PyPI","https://pypi.org/project/openclaw-security/"
"February 11, 2026","Help Net Security","OpenClaw Scanner: Open-source tool detects autonomous AI agents","https://www.helpnetsecurity.com/2026/02/12/openclaw-scanner-open-source-tool-detects-autonomous-ai-agents/"
"February 11, 2026","VentureBeat","NanoClaw solves one of OpenClaw's biggest security issues","https://venturebeat.com/orchestration/nanoclaw-solves-one-of-openclaws-biggest-security-issues-and-its-already"
"February 11, 2026","CSO Online","What CISOs need to know about the OpenClaw security nightmare","https://www.csoonline.com/article/4129867/what-cisos-need-to-know-about-clawdbot-i-mean-moltbot-i-mean-openclaw.html"
"February 11, 2026","IBM","OpenClaw and Claude Opus 4.6: Where is AI agent security headed?","https://www.ibm.com/think/podcasts/security-intelligence/openclaw-claude-opus-4-6-ai-agent-security"
"February 11, 2026","C-sharpcorner.com","Operating Cost of OpenClaw: What It Is and How to Predict Monthly Running Costs","https://www.c-sharpcorner.com/article/operating-cost-of-openclaw-what-it-is-and-how-to-predict-monthly-running-costs/"
"February 10, 2026","Kaspersky","New OpenClaw AI agent found unsafe for use","https://www.kaspersky.com/blog/openclaw-vulnerabilities-exposed/55263/"
"February 10, 2026","Northeastern Global News","Why the OpenClaw AI agent is a ""privacy nightmare""","https://news.northeastern.edu/2026/02/10/open-claw-ai-assistant/"
"February 10, 2026","SD Times","Security professionals express concern over OpenClaw","https://sdtimes.com/ai/security-professionals-express-concern-over-openclaw/"
"February 10, 2026","PR Newswire","Astrix Security Releases OpenClaw Scanner Amid Growing Concerns Over Autonomous AI Agents","https://www.prnewswire.com/news-releases/astrix-security-releases-openclaw-scanner-amid-growing-concerns-over-autonomous-ai-agents-302684133.html"
"February 10, 2026","SC Media","OpenClaw, VirusTotal announce partnership to strengthen security on ClawHub","https://www.scworld.com/brief/openclaw-virustotal-announce-partnership-to-strengthen-security-on-clawhub"
"February 10, 2026","Snyk","How a Malicious Google Skill on ClawHub Tricks Users Into Installing Malware","https://snyk.io/blog/clawhub-malicious-google-skill-openclaw-malware/"
"February 9, 2026","Cisa.gov","Vulnerability Summary for the Week of February 2, 2026","https://www.cisa.gov/news-events/bulletins/sb26-040"
"February 9, 2026","Digital Watch Observatory","OpenClaw faces rising security pushback in South Korea","https://dig.watch/updates/openclaw-faces-rising-security-pushback"
"February 9, 2026","Infosecurity Magazine","Researchers Find 40,000+ Exposed OpenClaw Instances","https://www.infosecurity-magazine.com/news/researchers-40000-exposed-openclaw/"
"February 9, 2026","trendingtopics.eu","Security Nightmare: How OpenClaw Is Fighting Malware in Its AI Agent Marketplace","https://www.trendingtopics.eu/security-nightmare-how-openclaw-is-fighting-malware-in-its-ai-agent-marketplace/"
"February 9, 2026","The Register","OpenClaw instances open to the internet present ripe targets","https://www.theregister.com/2026/02/09/openclaw_instances_exposed_vibe_code/"
"February 9, 2026","Techzine Global","Over 40,000 OpenClaw agents vulnerable","https://www.techzine.eu/news/security/138633/over-40000-openclaw-agents-vulnerable/"
"February 9, 2026","Tenable.com","I pretended to be an AI agent on Moltbook so you don't have to","https://www.tenable.com/blog/undercover-on-moltbook"
"February 9, 2026","Github.com","Show HN: Running OpenClaw on Kubernetes","https://github.com/serhanekicii/openclaw-helm"
"February 9, 2026","C-sharpcorner.com","OpenClaw Security Risks and Concerns","https://www.c-sharpcorner.com/article/openclaw-security-risks-and-concerns/"
"February 9, 2026","Bitsight","OpenClaw Security: Risks of Exposed AI Agents Explained","https://www.bitsight.com/blog/openclaw-ai-security-risks-exposed-instances"
"February 9, 2026","Forbes","OpenClaw Showed The Future Of AI Security And It's Going To Be Rough","https://www.forbes.com/sites/markkraynak/2026/02/09/openclaw-showed-the-future-of-ai-security-and-its-going-to-be-rough/"
"February 9, 2026","CSO Online","OpenClaw integrates VirusTotal malware scanning as security firms flag enterprise risks","https://www.csoonline.com/article/4129393/openclaw-integrates-virustotal-malware-scanning-as-security-firms-flag-enterprise-risks.html"
"February 9, 2026","Adnan Khan's Blog","Clinejection: Compromising Cline's Production Releases just by Prompting an Issue Triager (OpenClaw found as malware c2)","https://adnanthekhan.com/posts/clinejection/"
"February 9,  2026","Zscaler","A Guide to OpenClaw and Securing It with Zscaler","https://www.zscaler.com/blogs/security-research/guide-openclaw-and-securing-it-zscaler"
"February 9, 2026","SecurityScorecard","Beyond the Hype: Moltbot's Real Risk Is Exposed Infrastructure, Not AI Superintelligence","https://securityscorecard.com/blog/beyond-the-hype-moltbots-real-risk-is-exposed-infrastructure-not-ai-superintelligence/"
"February 8, 2026","The Hacker News","OpenClaw Integrates VirusTotal Scanning to Detect Malicious ClawHub Skills","https://thehackernews.com/2026/02/openclaw-integrates-virustotal-scanning.html"
"February 6, 2026","Dark Reading","OpenClaw's Gregarious Insecurities Make Safe Usage Difficult","https://www.darkreading.com/application-security/openclaw-insecurities-safe-usage-difficult"
"February 6, 2026","TrendMicro","Viral AI, Invisible Risks: What OpenClaw Reveals About Agentic Assistants","https://www.trendmicro.com/en_us/research/26/b/what-openclaw-reveals-about-agentic-assistants.html"
"February 6, 2026","Forbes","What Is OpenClaw, Formerly Moltbot? Everything You Need To Know","https://www.forbes.com/sites/kateoflahertyuk/2026/02/06/what-is-openclaw-formerly-moltbot--everything-you-need-to-know/"
"February 5, 2026","Reuters","China warns of security risks linked to OpenClaw open-source AI agent","https://www.investing.com/news/economy-news/china-warns-of-security-risks-linked-to-openclaw-opensource-ai-agent-4486808"
"February 5, 2026","The New Stack","It took a researcher fewer than 2 hours to hijack OpenClaw","https://thenewstack.io/openclaw-moltbot-security-concerns/"
"February 5, 2026","Bitdefender","Technical Advisory: OpenClaw Exploitation in Enterprise Networks","https://www.bitdefender.com/en-us/blog/businessinsights/technical-advisory-openclaw-exploitation-enterprise-networks"
"February 5, 2026","The Register","It's easy to backdoor OpenClaw, and its skills leak API keys","https://www.theregister.com/2026/02/05/openclaw_skills_marketplace_leaky_security/"
"February 5, 2026","Snyk","280+ Leaky Skills: How OpenClaw & ClawHub Are Exposing API Keys and PII","https://snyk.io/blog/openclaw-skills-credential-leaks-research/"
"February 4, 2026","The Verge","OpenClaw's AI 'skill' extensions are a security nightmare","https://www.theverge.com/news/874011/openclaw-ai-skill-clawhub-extensions-security-nightmare"
"February 4, 2026","OX Security","You Can't Just Delete OpenClaw: You Gave It Access to Everything. Now What?","https://www.ox.security/blog/how-to-uninstall-openclaw-remove-data-revoke-access/"
"February 4, 2026","CrowdStrike","What Security Teams Need to Know About OpenClaw, the AI Super Agent","https://www.crowdstrike.com/en-us/blog/what-security-teams-need-to-know-about-openclaw-ai-super-agent/"
"February 4, 2026","Bloomberg","AI Agent Goes Rogue, Spamming OpenClaw User With 500 Messages","https://www.bloomberg.com/news/articles/2026-02-04/openclaw-s-an-ai-sensation-but-its-security-a-work-in-progress"
"February 4, 2026","SECURITY.COM","The Rise of OpenClaw","https://www.security.com/expert-perspectives/rise-openclaw"
"February 4, 2026","the-decoder.com","OpenClaw's OpenDoor problem is so bad that installing malware yourself might save time","https://the-decoder.com/openclaws-opendoor-problem-is-so-bad-that-installing-malware-yourself-might-save-time/"
"February 4, 2026","Snyk","Inside the 'clawdhub' Malicious Campaign: AI Agent Skills Drop Reverse Shells on OpenClaw Marketplace","https://snyk.io/articles/clawdhub-malicious-campaign-ai-agent-skills/"
"February 3, 2026","SecurityWeek","Vulnerability Allows Hackers to Hijack OpenClaw AI Assistant","https://www.securityweek.com/vulnerability-allows-hackers-to-hijack-openclaw-ai-assistant/"
"February 3, 2026","The Register","DIY AI bot farm OpenClaw is a security dumpster fire","https://www.theregister.com/2026/02/03/openclaw_security_problems/"
"February 3, 2026","Business Insider","Why OpenClaw and Moltbook have security researchers worried","https://www.businessinsider.com/openclaw-moltbook-cybersecurity-risks-researchers-ai-2026-2"
"February 3, 2026","Axios","Moltbook shows rapid demand for AI agents. The security world isn't ready.","https://www.axios.com/2026/02/03/moltbook-openclaw-security-threats"
"February 3, 2026","CNET","New AI Assistant OpenClaw Acts Like Your Digital Servant, but Experts Warn of Security Risks","https://www.cnet.com/tech/services-and-software/from-clawdbot-to-moltbot-to-openclaw/"
"February 3, 2026","Tenable","Clawdbot: How to Mitigate Agentic AI Security Vulnerabilities","https://www.tenable.com/blog/agentic-ai-security-how-to-mitigate-clawdbot-moltbot-openclaw-vulnerabilities"
"February 2, 2026","Diginomica","Enterprise hits and misses - OpenClaw's security holes keep CISOs up past bedtime","https://diginomica.com/enterprise-hits-and-misses-ai-fears-meet-saas-software-earnings-and-openclaws-security-holes-keep"
"February 2, 2026","The Hacker News","OpenClaw Bug Enables One-Click Remote Code Execution via Malicious Link","https://thehackernews.com/2026/02/openclaw-bug-enables-one-click-remote.html"
"February 2, 2026","The Register","OpenClaw ecosystem still suffering severe security issues","https://www.theregister.com/2026/02/02/openclaw_security_issues/"
"February 2, 2026","ZDNET","OpenClaw is a security nightmare - 5 red flags you shouldn't ignore before it's too late","https://www.zdnet.com/article/openclaw-moltbot-clawdbot-5-reasons-viral-ai-agent-security-nightmare/"
"February 2, 2026","ZDNET","From Clawdbot to OpenClaw: This viral AI agent is evolving fast - and it's nightmare fuel for security pros","https://www.zdnet.com/article/clawdbot-moltbot-openclaw-security-nightmare/"
"February 2, 2026","The Hacker News","Researchers Find 341 Malicious ClawHub Skills Stealing Data from OpenClaw Users","https://thehackernews.com/2026/02/researchers-find-341-malicious-clawhub.html"
"February 2, 2026","Platformer","Five ways of thinking about Moltbook","https://www.platformer.news/moltbook-ai-agents-security-content-moderation/"
"February 2, 2026","PCMag","OpenClaw Is the Hot New AI Agent, But Is It Safe to Use?","https://www.pcmag.com/news/openclaw-is-the-hot-new-ai-agent-but-is-it-safe-to-use"
"February 1, 2026","Tom's Hardware","Malicious OpenClaw 'skill' targets crypto users on ClawHub — 14 malicious skills were uploaded to ClawHub last month","https://www.tomshardware.com/tech-industry/openai-hires-genius-openclaw-creator-but-popular-ai-assistant-will-remain-open-source-sam-altman-says-creator-will-work-on-smart-agents-in-new-role"
"January 31, 2026","Censys","OpenClaw in the Wild: Mapping the Public Exposure of a Viral AI Assistant","https://censys.com/blog/openclaw-in-the-wild-mapping-the-public-exposure-of-a-viral-ai-assistant"
"January 31, 2026","Fortune","Moltbook, a social network where AI agents hang together, may be the most interesting place on the internet right now","https://fortune.com/2026/02/02/moltbook-security-agents-singularity-disaster-gary-marcus-andrej-karpathy/"
"January 30, 2026","Dark Reading","OpenClaw AI Runs Wild in Business Environments","https://www.darkreading.com/application-security/openclaw-ai-runs-wild-business-environments"
"January 30, 2026","VentureBeat","OpenClaw proves agentic AI works. It also proves your security model doesn't. 180,000 developers just made that your problem.","https://venturebeat.com/security/openclaw-agentic-ai-security-risk-ciso-guide"
"January 30, 2026","Forbes","Moltbot Gets Another New Name, OpenClaw, And Triggers Security Fears And Scams","https://www.forbes.com/sites/ronschmelzer/2026/01/30/moltbot-molts-again-and-becomes-openclaw-pushback-and-concerns-grow/"
"January 29, 2026","Palo Alto Networks","OpenClaw formerly Moltbot, Clawdbot May Signal the Next AI Security Crisis","https://www.paloaltonetworks.com/blog/network-security/why-moltbot-may-signal-ai-crisis/"
"January 29, 2026","IBM","OpenClaw, Moltbook and the future of AI agents","https://www.ibm.com/think/news/clawdbot-ai-agent-testing-limits-vertical-integration"
"January 28, 2026","Cisco Blogs","Personal AI Agents like OpenClaw Are a Security Nightmare","https://blogs.cisco.com/ai/personal-ai-agents-like-openclaw-are-a-security-nightmare"
"","NVD","Search for OpenClaw","https://nvd.nist.gov/vuln/search#/nvd/home?keyword=openclaw&resultType=records"
"","CISA.gov","Search for OpenClaw Advisories","https://www.cisa.gov/search?g=openclaw#gsc.tab=0&gsc.q=openclaw&gsc.page=1"
"","CERT BUND Germany","Search for OpenClaw Advisories","https://wid.cert-bund.de/portal/search-de/content?searchQuery=openclaw&category=securityAdvisory&moduleForNavigation=wid"
"","Centre for Cybersecurity Belgium","Search for OpenClaw Advisories","https://ccb.belgium.be/organisation"
"","CVE.org","Search for OpenClaw CVEs","https://www.cve.org/CVERecord/SearchResults?query=openclaw"
"","","","https://github.com/joylarkin/openclaw-security-news"
